Item Id,Item Name,Price,Sales,Shop Name,Commission Rate,Commission,Product Link,Offer Link
"22097750145,Mochila Grande De Lona 50 Litros Reforçada Para Viagens E Motoboys,""40,99"",10mil+,INS estilo,3%,""R$1,23"",https://shopee.com.br/product/1155855002/22097750145,https://s.shopee.com.br/AA8ARwGX1o"
